segment_id,risk_score,risk_level
518201137,0.82157034,high
518201148,0.13024224,low
518201152,0.60657716,medium
518213041,0.393191,medium
518213042,0.4278004,medium
518213043,0.09382393,low
518213044,0.36622852,medium
518242891,0.6083778,medium
518242892,0.54380465,medium
518242893,0.7410931,high
518242894,0.63074136,medium
518242895,0.8835013,high
518242896,0.9138838,high
518242897,0.19327877,low
518454416,0.13961165,low
518454417,0.09172007,low
518454418,0.08039881,low
518454419,0.09557369,low
518454420,0.04181279,low
518454421,0.14462397,low
518454422,0.12426891,low
518454423,0.09474941,low
518454424,0.2644676,low
518454426,0.17417194,low
518454427,0.14915772,low
518454428,0.19550397,low
518454429,0.19881071,low
518454430,0.09324541,low
518454431,0.06590403,low
518454432,0.08980692,low
518454433,0.083819225,low
518454434,0.13277751,low
518454435,0.112868294,low
518454437,0.10388132,low
518454438,0.15965278,low
518454439,0.07384243,low
518454440,0.06567649,low
518454441,0.1597176,low
518454442,0.14428443,low
518454443,0.12672617,low
518454444,0.055928778,low
518454445,0.09576291,low
518454447,0.1019716,low
518454448,0.11665172,low
518454449,0.076111704,low
518454450,0.14982009,low
518454451,0.07984414,low
518454452,0.08396785,low
518454453,0.04425515,low
518454454,0.22416744,low
518454455,0.061599255,low
518454456,0.15678334,low
518454458,0.0908638,low
518454459,0.12065608,low
518454460,0.1312206,low
518454461,0.05332036,low
518454462,0.10160257,low
518454463,0.13588588,low
518454464,0.0880593,low
518454465,0.06144112,low
518454466,0.082869,low
518454468,0.1059421,low
518454469,0.060190856,low
518454470,0.066727586,low
518454471,0.09680875,low
518454472,0.118988335,low
518454473,0.08956215,low
518454474,0.16017127,low
518454475,0.09647788,low
518454476,0.10846736,low
518454477,0.10066955,low
518454479,0.08884453,low
518454480,0.087177694,low
518454481,0.08457454,low
518454482,0.09198796,low
518454483,0.13895676,low
518454484,0.12902509,low
518454485,0.08576086,low
518454486,0.1750094,low
518454487,0.22314338,low
518454488,0.14310253,low
518454489,0.081387185,low
518454491,0.13566607,low
518454492,0.10484782,low
518454493,0.2173628,low
518454494,0.10919983,low
518454497,0.05706374,low
518454499,0.11567221,low
518454500,0.07186519,low
518454501,0.07716326,low
518454502,0.10182066,low
518454504,0.18128124,low
518454505,0.13295361,low
518454506,0.09010396,low
518568493,0.38370767,medium
518577593,0.061575573,low
518577594,0.1868566,low
518577595,0.25576124,low
518577596,0.3030302,low
518577597,0.18754488,low
518577598,0.12100555,low
518577599,0.31470084,medium
518577600,0.18369071,low
518577602,0.25251073,low
518578002,0.09032504,low
518580988,0.92396355,high
518580989,0.75054026,high
518655581,0.098011754,low
518655582,0.15865955,low
518655583,0.12661819,low
518655584,0.09853493,low
518655585,0.2161831,low
518655586,0.2568321,low
518655587,0.18643144,low
518655588,0.24686018,low
518655589,0.09712777,low
518655590,0.07009593,low
518655592,0.2886974,low
518655593,0.09242953,low
518655594,0.07107874,low
518655595,0.102615945,low
518655596,0.08964782,low
518655597,0.08938753,low
518655598,0.055747576,low
518655599,0.094447725,low
518655600,0.07374146,low
518655601,0.14311147,low
518655602,0.22899605,low
518655603,0.34834033,medium
518655604,0.1432294,low
518655605,0.10584344,low
518655606,0.08489847,low
518655607,0.09804848,low
518655608,0.05574799,low
518655609,0.14246112,low
518655610,0.08220194,low
518655611,0.092298836,low
518655612,0.15559378,low
518655613,0.09401048,low
518655614,0.13132277,low
518655615,0.36202866,medium
518655616,0.13193464,low
518655617,0.111345336,low
518655618,0.23564099,low
518655619,0.10381467,low
518655620,0.1719733,low
518655621,0.0753936,low
518655622,0.079963855,low
518655623,0.1156826,low
518655624,0.073211245,low
518655625,0.0826638,low
518655626,0.075869165,low
518655627,0.0888669,low
518655628,0.062085535,low
518655629,0.05352989,low
518655630,0.053265255,low
518655631,0.06977162,low
518655632,0.11454016,low
518655633,0.124245636,low
518655634,0.06883485,low
518655635,0.082429364,low
518655636,0.081433415,low
518655637,0.0750231,low
518655638,0.105947204,low
518655639,0.08888064,low
518655640,0.0923105,low
518655641,0.09717466,low
518655642,0.061000492,low
518655643,0.07728391,low
518655644,0.08704215,low
518655645,0.12824592,low
518655646,0.08768655,low
518655647,0.07624553,low
518655648,0.114658415,low
518655649,0.1353466,low
518655650,0.07485909,low
518655651,0.07102698,low
518655652,0.04489971,low
518664799,0.049962915,low
518664800,0.38282722,medium
518664801,0.1822185,low
518664802,0.010312202,low
518664804,0.19426227,low
518664805,0.08304503,low
518664806,0.27796912,low
518664807,0.076524176,low
518664808,0.08839384,low
518664809,0.18985339,low
518664810,0.1421748,low
518664812,0.0773307,low
518664813,0.08836014,low
518664814,0.34157032,medium
518664815,0.0038037768,low
518664816,0.08269341,low
518664817,0.098245785,low
518664818,0.17580432,low
518664820,0.20650305,low
518664821,0.058075216,low
518664822,0.040890105,low
518664823,0.07923984,low
518664824,0.18567763,low
518664825,0.5611736,medium
518664826,0.0077731293,low
518664827,0.10248698,low
518664829,0.07053868,low
518664830,0.17817168,low
518664831,0.4015695,medium
518664832,0.21452287,low
518664833,0.037913214,low
518664834,0.10225584,low
518664835,0.022728045,low
518664836,0.060761154,low
518664837,0.19522393,low
518664838,0.07481104,low
518664839,0.09463694,low
518664840,0.50236464,medium
518664841,0.27180988,low
518664842,0.0021156792,low
518664843,0.07685175,low
518664844,0.5528204,medium
518664846,0.003074759,low
518664847,0.10969756,low
518664848,0.27272654,low
518664849,0.01782706,low
518664850,0.27184972,low
518664851,0.2104492,low
518664852,0.0039686984,low
518664854,0.18536317,low
518664855,0.3180546,medium
518664856,0.61416537,medium
518664857,0.1381697,low
518664858,0.10413589,low
518664859,0.14455397,low
518664860,0.21906942,low
518664861,0.19190723,low
518664863,0.28425962,low
518664864,0.19152458,low
518664865,0.003941799,low
518664866,0.010511272,low
518664867,0.05715734,low
518664869,0.06131173,low
518664870,0.2116357,low
518664871,0.07059957,low
518664872,0.01038905,low
518664874,0.06652313,low
518664875,0.08169986,low
518664876,0.501208,medium
518664877,0.25460115,low
518664878,0.18253931,low
518664880,0.002270849,low
518664881,0.089799516,low
518664882,0.1088671,low
518664883,0.07378196,low
518664884,0.03326849,low
518664885,0.0057452,low
518664886,0.0020611363,low
518664887,0.18985339,low
518664888,0.04066869,low
518664889,0.5836683,medium
518664891,0.093307674,low
518664892,0.121669754,low
518664893,0.056734536,low
518664894,0.3012218,low
518664895,0.003634044,low
518664896,0.29129228,low
518664898,0.5575378,medium
518664899,0.01088891,low
518664900,0.18323065,low
518664901,0.21152535,low
518664903,0.18755063,low
518664904,0.17967,low
518664905,0.08844984,low
518664907,0.08304503,low
518664908,0.5490109,medium
518664909,0.091665424,low
518664910,0.07412198,low
518664911,0.020583946,low
518664912,0.19239895,low
518664913,0.18522923,low
518664916,0.49735638,medium
518664917,0.080108225,low
518664918,0.2719454,low
518664919,0.05561854,low
518664920,0.07014651,low
518664921,0.013011093,low
518664922,0.50236464,medium
518664923,0.18323065,low
518664924,0.087410316,low
518664926,0.05593558,low
519329178,0.7475606,high
519331028,0.9110584,high
519331029,0.9080817,high
519332676,0.78295726,high
519334169,0.91922355,high
519334754,0.83468187,high
519335924,0.8921076,high
519337659,0.9198829,high
519337660,0.91968644,high
519337661,0.91922283,high
519337662,0.91789454,high
519337663,0.9105875,high
519338348,0.8489968,high
519398060,0.12270057,low
519398061,0.058984727,low
519398062,0.15572198,low
519404210,0.031301796,low
519404211,0.1300416,low
519404212,0.011200405,low
519423298,0.31531286,medium
519423301,0.21915743,low
519423304,0.16205348,low
519423306,0.068815686,low
519423308,0.20046847,low
519448092,0.09127653,low
519448094,0.05047742,low
519448095,0.056567967,low
519448096,0.1017727,low
519448097,0.07070441,low
519448098,0.09816652,low
519448099,0.13177337,low
519448100,0.11142636,low
519448101,0.15010151,low
519448102,0.2118492,low
519448103,0.428334,medium
519448104,0.17850456,low
519448105,0.076046884,low
519448106,0.09695763,low
519448107,0.11721054,low
519448108,0.08152413,low
519448109,0.085570544,low
519448110,0.09068025,low
519448111,0.110605806,low
519448112,0.10588383,low
519448113,0.19206257,low
519448114,0.24287817,low
519448115,0.250904,low
519448116,0.12827612,low
519448117,0.15564698,low
519448118,0.0823997,low
519448119,0.20005944,low
519448120,0.20120485,low
519448121,0.13287617,low
519448122,0.15449807,low
519448123,0.15538585,low
519448124,0.1546957,low
519448125,0.14875278,low
519448126,0.18599881,low
519448127,0.11223813,low
519448128,0.35250753,medium
519448129,0.08034248,low
519448130,0.17910339,low
519448131,0.12835044,low
519448132,0.17483576,low
519448133,0.17205873,low
519448134,0.077750355,low
519448135,0.10512952,low
519448136,0.1398825,low
519448137,0.1536493,low
519448138,0.16387095,low
519448139,0.16610092,low
519448140,0.0768539,low
519448141,0.16699098,low
519448143,0.11703364,low
519448144,0.06891674,low
519448145,0.07572304,low
519448146,0.06833371,low
519448147,0.038467683,low
519448149,0.07884696,low
519448150,0.13085689,low
519448151,0.18557468,low
519448152,0.08656883,low
519448153,0.07043393,low
519448154,0.14382315,low
519643706,0.85362077,high
519643707,0.85765237,high
519643708,0.8343925,high
519643709,0.8743485,high
519643710,0.8518062,high
519643711,0.85975,high
519643712,0.85358036,high
519643713,0.8670952,high
519643714,0.83671063,high
519643715,0.86121875,high
519643716,0.83841914,high
519646277,0.73873514,high
519646278,0.8625561,high
519646279,0.9091091,high
519646281,0.86157876,high
519646283,0.7411711,high
519646284,0.85568833,high
519646285,0.85660607,high
519646289,0.8354382,high
519685370,0.42704487,medium
519771867,0.05733083,low
519771868,0.10286142,low
519771870,0.060890652,low
519771871,0.1759785,low
519771872,0.10497227,low
519771873,0.09847772,low
519771874,0.09848856,low
519771875,0.07617848,low
519771876,0.13560838,low
519771877,0.046446003,low
519771878,0.072353534,low
519771879,0.060028132,low
519771880,0.3025691,low
519771881,0.080108866,low
519771882,0.062923305,low
519771883,0.09610708,low
519771884,0.07976654,low
519771885,0.08184728,low
519771886,0.1339199,low
519771887,0.08811333,low
519771889,0.08306258,low
519771890,0.18531334,low
519771891,0.16677758,low
519771892,0.055319447,low
519771893,0.15198955,low
519771894,0.088305816,low
519771895,0.120445736,low
519771896,0.10000371,low
519771897,0.2621135,low
519771899,0.17956325,low
519771901,0.06845168,low
519771902,0.8585094,high
519771903,0.18166722,low
519771904,0.14609206,low
519771905,0.122015476,low
519771906,0.101097465,low
519771907,0.16057229,low
519771908,0.14474203,low
519771909,0.089969255,low
519771910,0.166666,low
519771911,0.24521288,low
519771912,0.18008263,low
519771913,0.23073703,low
519771914,0.15780953,low
519771916,0.06410456,low
519771917,0.03256286,low
519771918,0.056768104,low
519771920,0.19638766,low
519771921,0.10113712,low
519771922,0.099447556,low
519771923,0.09478613,low
519771924,0.08275952,low
519771925,0.073217236,low
519771926,0.05531291,low
519771927,0.12297757,low
519771928,0.091424674,low
519771929,0.08254885,low
519771930,0.13131332,low
519771931,0.09263376,low
519771933,0.16910827,low
519771934,0.11347426,low
519771935,0.09811294,low
519771936,0.09852983,low
519771937,0.13544674,low
519771938,0.113548614,low
519771939,0.08467622,low
519771940,0.06632346,low
519771941,0.11518851,low
519771942,0.07078477,low
519771943,0.06362221,low
519771944,0.09225115,low
519771945,0.2609267,low
519771946,0.056803413,low
519771947,0.12629902,low
519771948,0.20561898,low
519771949,0.1086174,low
519771950,0.39570317,medium
519771951,0.17943016,low
519771952,0.14014424,low
519771953,0.0793151,low
519771954,0.1293218,low
519771955,0.10023016,low
519771956,0.10646941,low
519771957,0.155748,low
519771958,0.16562435,low
519771959,0.11956582,low
519771960,0.24009024,low
519771961,0.07180722,low
519771962,0.053294733,low
519771963,0.07754098,low
519771964,0.086402014,low
519771965,0.11254496,low
519771966,0.0686799,low
519771967,0.07094775,low
519771968,0.08411361,low
519771969,0.27468514,low
519771970,0.052895144,low
519771971,0.101989225,low
519771972,0.049527742,low
519771973,0.047421403,low
519771974,0.24503458,low
519771975,0.08714891,low
519771976,0.074922174,low
519771977,0.17818311,low
519771978,0.18449146,low
519771979,0.110687256,low
519771980,0.10799035,low
519771981,0.09071407,low
519771982,0.09106546,low
519771983,0.11192916,low
519771984,0.09028883,low
519771985,0.08946325,low
519771986,0.10436778,low
519771987,0.1129885,low
519771988,0.09172007,low
519771989,0.12759492,low
519771990,0.09696431,low
519771991,0.09432581,low
519771992,0.12554182,low
519771993,0.123504914,low
519771994,0.2066922,low
519771995,0.22660515,low
519771996,0.25887084,low
519771997,0.2554378,low
519771998,0.23756932,low
519771999,0.18938324,low
519772000,0.101455376,low
519772001,0.093971096,low
519772002,0.16205733,low
519772003,0.098467715,low
519772004,0.10112293,low
519772005,0.18764007,low
519772006,0.14613229,low
519772007,0.15039189,low
519772008,0.20545693,low
519772009,0.26972878,low
519772010,0.18897736,low
519772011,0.08928568,low
519772012,0.18938746,low
519772013,0.08653871,low
519772014,0.098940164,low
519772015,0.061795868,low
519772016,0.08195173,low
519772017,0.08287915,low
519772018,0.16756685,low
519772019,0.09883035,low
519772020,0.14544833,low
519772021,0.124845594,low
519772022,0.0706644,low
519772023,0.039913308,low
519772024,0.14373817,low
519772025,0.1619334,low
519772026,0.0681816,low
519772027,0.09204196,low
519772028,0.1102554,low
519772029,0.12396769,low
519772030,0.08317289,low
519772031,0.0851437,low
519772032,0.16289477,low
519772033,0.092294864,low
519772034,0.110481836,low
519772035,0.10113712,low
519772036,0.13059145,low
519772037,0.14883247,low
519772038,0.18469533,low
519772039,0.120307684,low
519772040,0.11039445,low
519772041,0.09200423,low
519772042,0.16281459,low
519772043,0.1922664,low
519772044,0.10104886,low
519772045,0.11050208,low
519772046,0.09947854,low
519772048,0.118503466,low
519772049,0.22812368,low
519772050,0.120854996,low
519772051,0.08286794,low
519772052,0.07295745,low
519772053,0.19085203,low
519772054,0.08127862,low
519772055,0.11385294,low
519772056,0.22999527,low
519772057,0.091363855,low
519772058,0.11085428,low
519772059,0.0982536,low
519772060,0.11482964,low
519772061,0.11275758,low
519772062,0.09912246,low
519772063,0.112514816,low
519772064,0.08244087,low
519772065,0.10061551,low
519772066,0.4672533,medium
519772067,0.07603309,low
519772068,0.047407985,low
519772069,0.044128522,low
519772070,0.25310487,low
519772071,0.2791682,low
519772072,0.23256427,low
519772073,0.21838892,low
519772074,0.05847348,low
519772075,0.10590081,low
519772076,0.22043583,low
519772077,0.88348997,high
519772078,0.89386714,high
519772079,0.8974689,high
519981618,0.81419975,high
519981639,0.92152685,high
519981641,0.8368422,high
519982752,0.84283704,high
519985000,0.8407648,high
519985017,0.8556195,high
519985018,0.84633076,high
519985021,0.92079425,high
519985024,0.9158155,high
519985025,0.9214669,high
519987650,0.9206842,high
519989563,0.79741347,high
519989564,0.8135621,high
519989565,0.8127722,high
519989566,0.7847856,high
519989567,0.7194002,high
520105229,0.8801994,high
520105230,0.86942005,high
520105231,0.8571747,high
520105232,0.8798093,high
520105233,0.8213298,high
520105234,0.85261536,high
520105235,0.8375559,high
520105236,0.113631666,low
520105237,0.8592439,high
520105238,0.024222031,low
520105239,0.8655898,high
520105240,0.017450774,low
520105241,0.86942005,high
520105242,0.8680052,high
520105243,0.9007132,high
520105244,0.8624439,high
520105245,0.8565821,high
520105246,0.86628574,high
520105247,0.43260112,medium
520105248,0.77126855,high
520105249,0.10620265,low
520105250,0.8626706,high
520105251,0.7847932,high
520105252,0.5637583,medium
520105253,0.5835493,medium
520105254,0.8436329,high
520105255,0.7367799,high
520105256,0.82644856,high
520105257,0.8826061,high
520105258,0.8133853,high
520105259,0.6234554,medium
520105260,0.8713342,high
520105261,0.8047263,high
520105263,0.7493225,high
520105264,0.72367954,high
520105265,0.5656172,medium
520105266,0.5756094,medium
520105267,0.87494326,high
520105268,0.78478515,high
520105269,0.8689313,high
520105270,0.3583574,medium
520105272,0.03170885,low
520105273,0.27231297,low
520105274,0.60733896,medium
520105275,0.7407699,high
520105276,0.8535317,high
520105277,0.84508604,high
520105278,0.8087542,high
520105280,0.62632567,medium
520105281,0.25516963,low
520105282,0.8499805,high
520105283,0.8610296,high
520105285,0.033099834,low
520105288,0.44038415,medium
520105291,0.84753966,high
520105293,0.065458514,low
520105295,0.602895,medium
520105297,0.8270166,high
520105299,0.8837294,high
520105301,0.8471558,high
520105303,0.03048617,low
520105305,0.8505035,high
520105307,0.87326664,high
520105309,0.641447,medium
520105311,0.8543619,high
520105313,0.08534056,low
520105315,0.0113372365,low
520105317,0.77047884,high
520105319,0.043550726,low
520105321,0.8107307,high
520105323,0.10885687,low
520105325,0.43372977,medium
520105327,0.53179556,medium
520105329,0.59510875,medium
520105331,0.013721455,low
520105333,0.869357,high
520105335,0.7903946,high
520105337,0.77520114,high
520105340,0.86483616,high
520105345,0.87273705,high
520105348,0.64822507,medium
520105351,0.9179269,high
520105353,0.649131,medium
520105356,0.8304856,high
520105358,0.85963005,high
520105361,0.008985008,low
520105364,0.822854,high
520105369,0.39434403,medium
520105372,0.8029775,high
520105377,0.85283846,high
520105382,0.75995994,high
520105386,0.5196479,medium
520105389,0.09776673,low
520105392,0.8749188,high
520105395,0.593394,medium
520105399,0.55646867,medium
520105406,0.8610296,high
520105409,0.55530566,medium
520105412,0.8211053,high
520105415,0.8525456,high
520105418,0.7439539,high
520105422,0.8657569,high
520105425,0.87031907,high
520105428,0.46674126,medium
520105431,0.6055796,medium
520105434,0.7882533,high
520105437,0.85996,high
520105440,0.33336195,medium
520105443,0.8966307,high
520105450,0.79344916,high
520105453,0.014101636,low
520105456,0.8537552,high
520105459,0.7635517,high
520105462,0.8378573,high
520105464,0.60806954,medium
520105467,0.8644941,high
520105470,0.5915093,medium
520105472,0.91017455,high
520105474,0.018909542,low
520105476,0.8771431,high
520105478,0.03824399,low
520105480,0.588326,medium
520105482,0.57722753,medium
520105485,0.87083334,high
520105488,0.87295663,high
520105491,0.863747,high
520105495,0.40783024,medium
520105498,0.31549644,medium
520105501,0.3815294,medium
520105502,0.51501817,medium
520105503,0.7984138,high
520105505,0.8641675,high
520105507,0.5077938,medium
520105510,0.88047135,high
520105512,0.87216765,high
520105514,0.036424827,low
520105516,0.55122197,medium
520105518,0.8438199,high
520105520,0.85446453,high
520105522,0.58837116,medium
520105525,0.87410736,high
520105527,0.023314456,low
520105528,0.40113512,medium
520105529,0.8586719,high
520105530,0.90045035,high
520105531,0.9037957,high
520105532,0.8860415,high
520105533,0.66766477,medium
520105535,0.83301055,high
520105536,0.869357,high
520105537,0.8591623,high
520105538,0.5326761,medium
520105539,0.8358236,high
520105540,0.55086416,medium
520105541,0.87326664,high
520105542,0.89726985,high
520105543,0.9076856,high
520105544,0.86491436,high
520105545,0.7796912,high
520105546,0.76926595,high
520105547,0.84333986,high
520105548,0.84963965,high
520105549,0.56852645,medium
520105550,0.8157844,high
520105551,0.6008819,medium
520105552,0.8825899,high
520105553,0.78522044,high
520105554,0.5016037,medium
520105555,0.85716134,high
520105556,0.8417308,high
520105557,0.86430043,high
520105558,0.8592439,high
520105559,0.823945,high
520105560,0.84868383,high
520105561,0.56381404,medium
520105562,0.008750367,low
520105564,0.5293312,medium
520105565,0.6344526,medium
520105566,0.7982977,high
520105567,0.8753354,high
520105568,0.5897073,medium
520105569,0.7906278,high
520105570,0.8724087,high
520105571,0.6858207,medium
520105572,0.85716134,high
520105573,0.8528623,high
520105574,0.5618356,medium
520105575,0.5164233,medium
520105576,0.5860566,medium
520105577,0.569335,medium
520105578,0.86234444,high
520105579,0.8268944,high
520105580,0.81644034,high
520105581,0.8181174,high
520105582,0.85022634,high
520105583,0.8633804,high
520105584,0.86560816,high
520105585,0.4976721,medium
520105586,0.006010056,low
520105587,0.87084067,high
520105588,0.8648863,high
520105589,0.8113716,high
520105590,0.058074508,low
520105592,0.5291052,medium
520105593,0.78996587,high
520105594,0.8774862,high
520105595,0.8707594,high
520105596,0.88112974,high
520105597,0.5515488,medium
520105598,0.88428104,high
520105599,0.86698073,high
520105600,0.8675758,high
520105602,0.80778337,high
520105603,0.7744965,high
520105604,0.8663293,high
520105606,0.8168652,high
520105607,0.8707594,high
520105608,0.4541854,medium
520105609,0.62082493,medium
520105610,0.8713342,high
520105611,0.7861956,high
520105612,0.8659531,high
520105613,0.84652036,high
520105614,0.72478944,high
520105616,0.77795213,high
520107696,0.23618904,low
520107697,0.23628679,low
520107698,0.09249041,low
520107699,0.060434036,low
520107700,0.08350102,low
520107701,0.06609793,low
520107702,0.07678368,low
520107703,0.1107919,low
520107704,0.12061666,low
520107705,0.06949466,low
520107706,0.16428061,low
520107707,0.20740741,low
520107708,0.22766611,low
520107709,0.14324588,low
520107710,0.07816125,low
520107711,0.111073084,low
520107712,0.106595576,low
520107713,0.9022789,high
520107714,0.9035493,high
520107715,0.071861774,low
520107716,0.14104094,low
520107717,0.16755918,low
520107718,0.17648533,low
520107719,0.15972508,low
520107722,0.1503324,low
520107725,0.15733612,low
520107728,0.063463174,low
520107733,0.06865026,low
520107735,0.12952122,low
520107738,0.23002231,low
520107740,0.22407572,low
520107742,0.11548102,low
520107744,0.0910836,low
520119231,0.23966476,low
520119232,0.024294768,low
520119233,0.027239127,low
520119234,0.30213752,low
520119235,0.11589221,low
520119236,0.07216798,low
520119237,0.27198663,low
520119238,0.024726983,low
520119239,0.026006151,low
520119240,0.08591966,low
520119241,0.30827463,low
520119242,0.3204666,medium
520119243,0.06816711,low
520119244,0.025059702,low
520119245,0.11706598,low
520119246,0.02176711,low
520119247,0.23843162,low
520119248,0.05016908,low
520120946,0.009739438,low
520278039,0.02102753,low
520278040,0.014414567,low
520288391,0.9010532,high
520479423,0.21558261,low
520479685,0.23114085,low
520498143,0.13167238,low
520498144,0.011501875,low
520498147,0.0059535434,low
520498148,0.010808931,low
520498151,0.0055340095,low
520498152,0.006235069,low
520498153,0.0064236457,low
520498154,0.0043458533,low
520609318,0.008462539,low
520609319,0.01880752,low
520609320,0.010947794,low
520609321,0.0037564985,low
520609322,0.0020358465,low
520609323,0.005293111,low
520609324,0.00584186,low
520609325,0.0017440801,low
520609326,0.0020490794,low
520648637,0.7303278,high
520648641,0.5245542,medium
521151839,0.009138858,low
521208984,0.009588794,low
521882680,0.5627364,medium
523001693,0.36962342,medium
523001694,0.18375644,low
523001695,0.21288104,low
523001696,0.14341627,low
523294573,0.07902312,low
523294574,0.0019783077,low
523294575,0.08439401,low
523294576,0.07098158,low
523294577,0.056409676,low
523294578,0.1377746,low
523294579,0.09338276,low
523295273,0.0038213474,low
523295274,0.0104875425,low
523295275,0.0013550171,low
523295276,0.010131994,low
523298650,0.0035751092,low
523298652,0.06610573,low
523821387,0.40479854,medium
523852496,0.16073108,low
524036061,0.062601075,low
524191719,0.3777947,medium
524191723,0.3754648,medium
524191754,0.3777947,medium
524191791,0.31337133,low
524206687,0.004255482,low
524206689,0.0041799787,low
524206690,0.09559619,low
524206691,0.18323065,low
524206692,0.002649345,low
524206693,0.092527,low
524206694,0.05503371,low
524206695,0.0020762298,low
524206696,0.18933105,low
524206697,0.17959052,low
524206698,0.010496152,low
524206699,0.020719305,low
524206700,0.14626019,low
524206701,0.005984595,low
524206702,0.0033001674,low
524206703,0.089799516,low
524206704,0.00434601,low
524206705,0.55355406,medium
524206706,0.07302745,low
524206707,0.3309788,medium
524206708,0.0047795027,low
524206709,0.13020334,low
524206710,0.25399765,low
524206711,0.0021604237,low
524206712,0.006386959,low
524206713,0.5289829,medium
524206714,0.14659177,low
524206715,0.061149202,low
524206716,0.075050905,low
524206717,0.011033866,low
524206718,0.0019735722,low
524206719,0.07813793,low
524206720,0.21986191,low
524206721,0.0044756634,low
524206722,0.056282412,low
524206723,0.043709893,low
524206724,0.0033397023,low
524206725,0.016747052,low
524206726,0.13409412,low
524206727,0.07139343,low
524206728,0.07278144,low
524206729,0.04635181,low
524206730,0.011294366,low
524206731,0.16203462,low
524206732,0.1798618,low
524206733,0.0031920613,low
524206734,0.0041108895,low
524206736,0.09039878,low
524206737,0.020092433,low
524206738,0.06435458,low
524206739,0.2191571,low
524206740,0.07839799,low
524206741,0.0023152693,low
524206742,0.07090464,low
524206743,0.061760344,low
524206744,0.40935066,medium
524206745,0.02583444,low
524206746,0.05986477,low
524206747,0.116844825,low
524206748,0.25457725,low
524206749,0.004224994,low
524216179,0.37675926,medium
524422184,0.021595888,low
524422187,0.010509561,low
524422189,0.029323183,low
524422190,0.02244911,low
524422191,0.0112701645,low
524422192,0.018892467,low
524422193,0.016916245,low
524422194,0.017236937,low
524422197,0.016639562,low
524422198,0.017902995,low
524765762,0.35832676,medium
524765763,0.58222747,medium
524765764,0.4106514,medium
524765765,0.50872195,medium
524765766,0.4387062,medium
524765767,0.61462796,medium
524765768,0.6159324,medium
524765769,0.34726706,medium
524765770,0.38310486,medium
524765771,0.34763148,medium
524765772,0.3664413,medium
524765773,0.6059825,medium
524765774,0.5961834,medium
524765775,0.3273482,medium
524765776,0.20594294,low
524765777,0.49644783,medium
524765778,0.45454922,medium
524765779,0.38989782,medium
524765780,0.3057615,low
524765781,0.43804288,medium
524765782,0.4188365,medium
524765783,0.6218064,medium
524765784,0.58348805,medium
524765785,0.44774628,medium
524765786,0.07804958,low
524765787,0.40905073,medium
524765789,0.5140925,medium
524765790,0.40273356,medium
524765791,0.35770333,medium
524765792,0.20183337,low
524765793,0.255399,low
524765794,0.3256146,medium
524765795,0.37066072,medium
524765796,0.3719396,medium
524765797,0.37912056,medium
524765798,0.38948244,medium
524765799,0.22797713,low
524765800,0.27373147,low
524765801,0.3921229,medium
524765802,0.45260617,medium
524765803,0.30659327,low
524765804,0.34159803,medium
524765805,0.48965988,medium
524765806,0.43590084,medium
524765807,0.39427006,medium
524765808,0.38199657,medium
524765809,0.32843262,medium
524765810,0.31017613,low
524765811,0.42149714,medium
524765812,0.41330278,medium
524765813,0.28105408,low
524765814,0.4988079,medium
524765815,0.52074355,medium
524765816,0.38876364,medium
524765817,0.38761142,medium
524765818,0.41456598,medium
524765819,0.36603734,medium
524765820,0.40095595,medium
524765821,0.5999522,medium
524765822,0.58858776,medium
525027759,0.35996455,medium
525027760,0.7432669,high
525027761,0.24712428,low
525027762,0.63795704,medium
525027763,0.27592018,low
525027764,0.44196436,medium
525027765,0.19889262,low
525027766,0.17364213,low
525027767,0.38380352,medium
525027768,0.4417607,medium
525027769,0.19630124,low
525027770,0.37840357,medium
525027771,0.24540573,low
525027772,0.37223065,medium
525027773,0.2716978,low
525027774,0.31991157,medium
525027775,0.14822659,low
525027776,0.36260295,medium
525027777,0.374429,medium
525027778,0.2563501,low
525027779,0.39624807,medium
525027780,0.30691385,low
525027781,0.33138165,medium
525027782,0.29464674,low
525027783,0.30463246,low
525027784,0.17705302,low
525027785,0.23722446,low
525027786,0.34088853,medium
525027787,0.8302123,high
525027788,0.41480514,medium
525027789,0.38100627,medium
525027790,0.081422575,low
525027791,0.3180612,medium
525027792,0.3731497,medium
525027793,0.60929286,medium
525027794,0.31848535,medium
525027795,0.38380352,medium
525027796,0.43137446,medium
525027797,0.5907877,medium
525027798,0.52995265,medium
525027799,0.5195386,medium
525027800,0.3731497,medium
525027801,0.21766602,low
525027802,0.53454083,medium
525027803,0.5928367,medium
525027804,0.54531217,medium
525027806,0.41586593,medium
525027808,0.65718246,medium
525027809,0.53182364,medium
525027811,0.47334784,medium
525027813,0.49644783,medium
525027817,0.57304794,medium
525027819,0.4611647,medium
525027822,0.58775526,medium
525027824,0.5310845,medium
525027825,0.38138968,medium
525027826,0.4539238,medium
525027827,0.49362203,medium
525027828,0.6267047,medium
525027829,0.6402316,medium
525027830,0.53970355,medium
525027831,0.38355538,medium
525027832,0.42029276,medium
525027833,0.38138968,medium
525027834,0.35842955,medium
525027835,0.2994213,low
525641655,0.7086151,medium
525641657,0.15622276,low
525641658,0.20729715,low
526581523,0.003378309,low
526581525,0.024608096,low
526581526,0.00858374,low
526581527,0.01753383,low
526581528,0.0047530746,low
