event_id,source,event_title,event_date,state,location_description,latitude,longitude,landslide_category,landslide_trigger,fatalities,injuries,inside_ne_polygon,susceptibility_probability,susceptibility_class_num,susceptibility_class_name
NASA_GLC_1055,NASA_GLC,"Kerseong, West Bengal ",07/22/2009 12:00:00 AM,Bengal,"Kerseong, West Bengal ",26.8826,88.2788,landslide,downpour,0,0,False,,,Unclassified
NASA_GLC_1054,NASA_GLC,"Gayabari,  West Bengal ",07/22/2009 12:00:00 AM,Bengal,"Gayabari,  West Bengal ",26.8572,88.3143,landslide,downpour,0,0,False,,,Unclassified
NASA_GLC_1061,NASA_GLC,Bridge destroyed at 4th Mile,07-01-2009 05:40,nan,"4th Mile, Lower Mangshila in North Sikkim",27.478,88.527,landslide,downpour,0,0,True,0.9749,5.0,Very High (80-100%)
NASA_GLC_2164,NASA_GLC,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",07/29/2010 11:00:00 PM,Manipur,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25.3098633,94.48214677,landslide,downpour,0,0,True,0.9341,5.0,Very High (80-100%)
NASA_GLC_9965,NASA_GLC,Landslide in Nagaland,09-05-2016 18:04,nan,"Mokochung, Nagaland, India",26.324724,94.514651,landslide,rain,0,0,True,0.9846,5.0,Very High (80-100%)
NASA_GLC_9853,NASA_GLC,Landslide in Dzongu,08/16/2016 07:22:00 PM,nan,"Dzongu, Sikkim, India",27.593,88.492,landslide,rain,0,0,True,0.8684,5.0,Very High (80-100%)
NASA_GLC_4569,NASA_GLC,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",09/19/2012 12:00:00 AM,nan,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",27.8385,88.556,landslide,downpour,20,0,True,0.9479,5.0,Very High (80-100%)
NASA_GLC_4571,NASA_GLC," Chungthang and Pegong. Houses, between Rangma and Chungthang ",09/19/2012 12:00:00 AM,nan," Chungthang and Pegong. Houses, between Rangma and Chungthang ",27.6558,88.605,landslide,downpour,0,0,True,0.966,5.0,Very High (80-100%)
NASA_GLC_9966,NASA_GLC,Landslide in Wokha-Merapani Road,09-05-2016 18:04,nan,"Wokha, India",26.092493,94.257523,landslide,rain,0,0,True,0.9857,5.0,Very High (80-100%)
NASA_GLC_5122,NASA_GLC,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",07/17/2013 12:00:00 AM,Nāgāland,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",25.7658,93.9413,mudslide,rain,0,0,True,0.7361,4.0,High (60-80%)
NASA_GLC_5123,NASA_GLC,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",07/17/2013 12:00:00 AM,Nāgāland,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",25.7131,94.0885,mudslide,rain,0,0,True,0.9628,5.0,Very High (80-100%)
NASA_GLC_9943,NASA_GLC,5 landslides hit port of Chittagong,06/13/2017 03:17:00 PM,nan,"Chittagong, Bangladesh",22.35037081,91.83258101,landslide,continuous_rain,33,0,False,,,Unclassified
NASA_GLC_9984,NASA_GLC,Landslide along Wokha-Merapani road,07-01-2017 16:00,nan,"Wokha Sadar Sub-District, Wokha, Nagaland",26.1445447,94.24416766,landslide,downpour,0,0,True,0.8719,5.0,Very High (80-100%)
NASA_GLC_9940,NASA_GLC,Landslide in Panikhaiti kills girl,07-03-2017 15:17,nan,"Panikhaiti, Kamrup Metropolitan, Assam State, India",26.20450454,91.87202793,landslide,continuous_rain,1,0,True,0.1262,1.0,Very Low (0-20%)
NASA_GLC_9941,NASA_GLC,Landslide blocks road,07-02-2017 15:17,nan,"Deppochhari (??), Rangamati Hill District, Bangladesh",22.77997113,92.03513581,landslide,continuous_rain,0,0,False,,,Unclassified
NASA_GLC_9974,NASA_GLC,Landslide blocks road,07-04-2017 16:00,nan,"AH1, Mao-Maram, Senapati, Manipur, 795150",25.4976444,94.12901274,landslide,continuous_rain,0,0,True,0.9858,5.0,Very High (80-100%)
NASA_GLC_9972,NASA_GLC,Fatal landslide in Chandrapur,07-03-2017 16:00,nan,"Chandrapur, Kamrup Metropolitan, Assam",26.22247247,91.92053028,landslide,continuous_rain,1,0,True,0.1268,1.0,Very Low (0-20%)
NASA_GLC_9951,NASA_GLC,Landslide hits Jorabat,07-03-2017 14:33,nan,"Jorabat, Assam State, India",26.1061808,91.85158907,landslide,downpour,0,0,True,0.0793,1.0,Very Low (0-20%)
NASA_GLC_9952,NASA_GLC,Landslide hits Jorabat,07-03-2017 14:33,nan,"Sonapur, Kamrup Metropolitan, Assam",26.10430759,91.86227824,landslide,downpour,0,0,True,0.5068,3.0,Moderate (40-60%)
NASA_GLC_9942,NASA_GLC,20 landslides hit Rangamati Hill District,06/13/2017 03:17:00 PM,nan,"Rangamati Hill District, Bangladesh",22.74955141,92.22099982,landslide,continuous_rain,105,0,False,,,Unclassified
NASA_GLC_9699,NASA_GLC,"Bangladesh Landslides, Lakhsmichhari",06/13/2017 06:48:00 PM,nan,nan,22.80452414,91.91261915,landslide,downpour,2,0,False,,,Unclassified
NASA_GLC_9998,NASA_GLC,Landslide in Daporijo,07-04-2017 19:39,nan,"Abotani Colony, Daporijo Township, Arunachal Pradesh, India",27.98531715,94.21263589,landslide,rain,0,0,True,0.7024,4.0,High (60-80%)
NASA_GLC_9983,NASA_GLC,Landslides blocks Wokha-Merapani Road,07-01-2017 16:00,nan,"Wokha Sadar Sub-District, Wokha, Nagaland",26.11613908,94.24222574,landslide,continuous_rain,0,0,True,0.8562,5.0,Very High (80-100%)
NASA_GLC_9993,NASA_GLC,Landslide along Daporijo-Dumporijo road,07-04-2017 19:39,nan,"Daporijo-Dumporijo road, Arunachal Pradesh, India",27.97875751,94.26296826,landslide,rain,0,0,True,0.4617,3.0,Moderate (40-60%)
NASA_GLC_9976,NASA_GLC,Landslide blocks NH-55,07-05-2017 16:00,nan,"Kurseong, Darjeeling, West Bengal, India",26.90298048,88.29518925,landslide,continuous_rain,0,0,False,,,Unclassified
NASA_GLC_9989,NASA_GLC,Landslide damages road,06/28/2017 04:00:00 PM,nan,"Aizawl, Mizoram State, India",23.69461107,92.87641207,landslide,other,0,0,True,0.8059,5.0,Very High (80-100%)
NASA_GLC_9982,NASA_GLC,Landslide blocks roads,07-01-2017 16:00,nan,"Chuchuyimpang, Mokokchung, Nagaland",26.3312531,94.55427723,landslide,downpour,0,0,True,0.9816,5.0,Very High (80-100%)
NASA_GLC_9994,NASA_GLC,"Landslide obstructs road, breaks water pipe",07-06-2017 19:39,nan,"Alubari, Darjeeling, West Bengal, India",27.02149311,88.25902123,landslide,continuous_rain,0,0,False,,,Unclassified
NASA_GLC_9746,NASA_GLC,"Landslide in Kalay, Sagiang",06-05-2017 13:34,nan,"Kalaywa Township, Sagiang region, about 6 miles from Kalaywa",23.19807165,94.29816252,rock_fall,unknown,0,0,False,,,Unclassified
NASA_GLC_9829,NASA_GLC,Landslide in Chimpu,06/19/2017 01:15:00 PM,nan,nan,27.06992579,93.6146564,landslide,unknown,1,0,True,0.0138,1.0,Very Low (0-20%)
NASA_GLC_9877,NASA_GLC,Landslide blocks NH-2 between Pherzawl and Bukpi,06/26/2017 01:20:00 PM,nan,"NH-2, Pherzawl District, Manipur State, India",24.21988831,93.20266204,landslide,downpour,0,0,True,0.4611,3.0,Moderate (40-60%)
NASA_GLC_9771,NASA_GLC,"Hakhha Landslide, Zayhuang Ward",05/29/2017 01:34:00 PM,nan,Hakha in Zayhuang Ward,22.65620215,93.61589869,landslide,continuous_rain,0,0,False,,,Unclassified
NASA_GLC_9750,NASA_GLC,"Flood, Landslide in Assam",06-04-2017 13:34,nan,Dima Hasao district,25.15246863,92.94670614,landslide,continuous_rain,0,0,True,0.823,5.0,Very High (80-100%)
NASA_GLC_9876,NASA_GLC,Landslide cuts off NH 2,06/27/2017 01:20:00 PM,nan,"NH 2, Manipur State, India",24.30415689,93.18182448,landslide,downpour,0,0,True,0.837,5.0,Very High (80-100%)
NASA_GLC_9869,NASA_GLC,Landslide at Longding,08/16/2016 12:40:00 PM,nan,"Longding, India",26.88161,95.399897,landslide,other,1,0,True,0.6373,4.0,High (60-80%)
NASA_GLC_9733,NASA_GLC,Landslide in Tripura,06-03-2017 13:20,nan,Vidyamohan Chowdhury Para (???) of remote Dhalai district,23.86469956,91.8949662,landslide,continuous_rain,3,1,True,0.0155,1.0,Very Low (0-20%)
NASA_GLC_9741,NASA_GLC,"Landslide in Darjeeling area, Sonada",06-05-2017 13:34,nan,"Daragoan (?) in Sonada area, Darjeeling",26.9653186,88.2667225,landslide,rain,1,2,False,,,Unclassified
NASA_GLC_9721,NASA_GLC,Landslide in Rangamati Area,06-12-2017 13:27,nan,Between Rangamati town and Kaptai,22.59420297,92.16404889,landslide,rain,2,0,False,,,Unclassified
NASA_GLC_9697,NASA_GLC,"Massive Landslides in Bangladesh, Rangmati",06/13/2017 06:48:00 PM,nan,nan,22.65242372,92.15898865,landslide,downpour,18,0,False,,,Unclassified
NASA_GLC_9701,NASA_GLC,"Bangladesh Landslides, Lakhsmichhari",06/13/2017 06:48:00 PM,nan,nan,22.80452414,91.91261915,landslide,downpour,2,0,False,,,Unclassified
NASA_GLC_9703,NASA_GLC,"Landslides in Bangladesh, Chittagong",06/13/2017 06:48:00 PM,nan,nan,22.44394492,91.97239273,landslide,downpour,50,0,False,,,Unclassified
NASA_GLC_9743,NASA_GLC,Landslide near Itangar,06-04-2017 13:34,nan,"Poma River, west of Itangar",27.05909317,93.54235868,landslide,unknown,0,0,True,0.3512,2.0,Low (20-40%)
NASA_GLC_9834,NASA_GLC,Landslide in Itanagar,06/21/2017 06:51:00 PM,nan,"Poma, 6km away from Itanagar",27.05880384,93.54136779,landslide,rain,0,0,True,0.6631,4.0,High (60-80%)
NASA_GLC_9789,NASA_GLC,Retaining wall collapse in Nongpoh,05/26/2017 04:59:00 PM,nan,"St Paul's Secondary School, Nongpoh",25.907233,91.881892,landslide,rain,0,3,True,0.8363,5.0,Very High (80-100%)
NASA_GLC_9742,NASA_GLC,Landslide in Kohima,06-02-2017 13:34,nan,"The road that connects civil secretariat and medical college site towards BSF camp at Nhachüko, Kohima",25.67061161,94.11844319,landslide,continuous_rain,0,0,True,0.9612,5.0,Very High (80-100%)
NASA_GLC_9875,NASA_GLC,Landslide destroys section of National Highway 2,06/26/2017 01:20:00 PM,nan,"NH 2, Manipur State, India",24.32420539,93.15020652,landslide,downpour,0,0,True,0.8914,5.0,Very High (80-100%)
NASA_GLC_9715,NASA_GLC,Landslide in Rangamati Area,06-12-2017 13:27,nan,Between Rangamati town and Kaptai,22.59420297,92.16404889,landslide,rain,2,0,False,,,Unclassified
NASA_GLC_9712,NASA_GLC,"Landslide in Aizawl, kills 2",06-10-2017 13:27,nan,nan,23.73354779,92.74744512,landslide,rain,2,0,True,0.8244,5.0,Very High (80-100%)
NASA_GLC_9704,NASA_GLC,Mudslide in Eastern Manipur,06-12-2017 13:27,nan,"Khaivarentang village (??) in Ukhrul, Manipur",25.11956675,94.36416626,mudslide,continuous_rain,0,0,True,0.9961,5.0,Very High (80-100%)
NASA_GLC_9745,NASA_GLC,Landslide in Kamalpur,06-03-2017 13:34,nan,Kamalpur,24.19467451,91.82931979,landslide,rain,3,1,True,0.0065,1.0,Very Low (0-20%)
NASA_GLC_9698,NASA_GLC,"Massive Landslides in Bangladesh, Rangmati",06/13/2017 06:48:00 PM,nan,nan,22.65242372,92.15898865,landslide,downpour,18,0,False,,,Unclassified
NASA_GLC_9934,NASA_GLC,Landslide blocks road,07-01-2017 15:17,nan,"Bhalukpong, West Kameng, Arunachal Pradesh",27.01145644,92.64204045,landslide,continuous_rain,0,0,True,0.6277,4.0,High (60-80%)
NASA_GLC_9785,NASA_GLC,Rockslide in North Sikkim,05/26/2017 01:34:00 PM,nan,"Toong-Sankalang road between Saffo and Ship-Gyer, North Sikkim",27.54295099,88.59676956,landslide,rain,0,0,True,0.9669,5.0,Very High (80-100%)
NASA_GLC_9904,NASA_GLC,Mudslide near Kohima,08/25/2016 06:59:00 PM,nan,"Near Kohima, Nagaland, India",25.660517,94.104931,mudslide,rain,0,0,True,0.9708,5.0,Very High (80-100%)
NASA_GLC_9931,NASA_GLC,NH-2 blocked by landslide along Imphal-Dimapur section,06/30/2017 03:17:00 PM,nan,Torrential downpour causes road-blocking lansdlide along NH-2 near Bimparao village,25.06657276,93.9310888,landslide,downpour,0,0,True,0.2542,2.0,Low (20-40%)
NASA_GLC_9917,NASA_GLC,Landslide in Silchar,09-01-2016 14:32,nan,"Silchar, Assam, India",24.768609,92.821182,landslide,flooding,4,0,True,0.0073,1.0,Very Low (0-20%)
NASA_GLC_9932,NASA_GLC,Landslide near Dree Festival Ground,07-01-2017 15:17,nan,"Dree Festival Ground, NH-415, Arunachal Pradesh, India",27.10647226,93.65975252,landslide,downpour,0,0,True,0.7138,4.0,High (60-80%)
NASA_GLC_9935,NASA_GLC,House in Itanagar washed away by landslide,07-01-2017 15:17,nan,"Sanglo Potum (??), Itanagar, Papum Pare, Arunachal Pradesh",27.08168565,93.60815652,landslide,continuous_rain,0,0,True,0.2002,2.0,Low (20-40%)
NASA_GLC_9797,NASA_GLC,Mudslide in on Sarli-Damin road,05/24/2017 08:14:00 PM,nan,"Sarli-Damin road in Kurung Kumey district, near Lee village",27.769793,93.50995626,mudslide,rain,1,0,True,0.9148,5.0,Very High (80-100%)
NASA_GLC_9770,NASA_GLC,"Landslide in Mizoram, off of Aizawl",06-01-2017 13:34,nan,"Hunthar Area, NH 54, off of Aizawl",23.73941422,92.71505961,landslide,tropical_cyclone,0,0,True,0.9892,5.0,Very High (80-100%)
NASA_GLC_9933,NASA_GLC,Landslide threatens orphanage with collapse,06/30/2017 03:17:00 PM,nan,"Jollang, Itanagar Sub-District, Papum Pare, Arunachal Pradesh, 791123",27.04768643,93.61899644,landslide,downpour,0,0,True,0.7439,4.0,High (60-80%)
NASA_GLC_9948,NASA_GLC,Landslide causes Ukhrul-Imphal road to sink,07-01-2017 14:33,nan,"NH-150, Ukhrul Central, Ukhrul, Manipur, 795142",24.95178179,94.20340026,landslide,rain,0,0,True,0.3346,2.0,Low (20-40%)
NASA_GLC_9949,NASA_GLC,Landslide opposite Jorabat Police Outpost,07-03-2017 14:33,nan,"G S Road, Sonapur, Kamrup Metropolitan, Assam, 781141",26.10035658,91.87351723,landslide,downpour,0,0,True,0.191,1.0,Very Low (0-20%)
NASA_GLC_10004,NASA_GLC,Landslide damages house,07-10-2017 14:21,nan,"Dispur, Kamrup Metropolitan, Assam",26.14547804,91.79364785,landslide,continuous_rain,0,0,True,0.0936,1.0,Very Low (0-20%)
NASA_GLC_311,NASA_GLC,Betbunia,10/15/2007 12:00:00 AM,Khulna,Betbunia,22.5333,89.4,mudslide,rain,3,0,False,,,Unclassified
NASA_GLC_7370,NASA_GLC,between Moltuk to New Songjang village,08-01-2015 00:00,Manipur,between Moltuk to New Songjang village,24.1419,94.1078,landslide,continuous_rain,0,0,True,0.9726,5.0,Very High (80-100%)
NASA_GLC_2312,NASA_GLC,"the lateral highway, Dzong viewpoint, Trongsa",08/23/2010 07:00:00 AM,Tongsa,"the lateral highway, Dzong viewpoint, Trongsa",27.5,90.5034,landslide,downpour,0,0,False,,,Unclassified
NASA_GLC_5084,NASA_GLC,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",07-12-2013 23:00,Nāgāland,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",25.616,94.1167,landslide,downpour,0,0,True,0.9735,5.0,Very High (80-100%)
NASA_GLC_3986,NASA_GLC,"Singamari, Darhelling, West Bengal",09/25/2011 12:00:00 AM,Bengal,"Singamari, Darhelling, West Bengal",27.0605,88.255,landslide,downpour,0,0,False,,,Unclassified
NASA_GLC_2566,NASA_GLC,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",10-08-2010 00:00,Nāgāland,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",25.4769,94.1351,mudslide,downpour,0,0,True,0.9623,5.0,Very High (80-100%)
NASA_GLC_1050,NASA_GLC,Darjeeling (between Tin Dharia and Rongtong),07-03-2009 00:00,Bengal,Darjeeling (between Tin Dharia and Rongtong),26.87324244,88.29184021,landslide,rain,0,0,False,,,Unclassified
NASA_GLC_1109,NASA_GLC,Lumding-Badarpur section in North Cachar Hills district,08/20/2009 12:00:00 AM,Assam,Lumding-Badarpur section in North Cachar Hills district,25.5215,93.1645,landslide,downpour,0,0,True,0.006,1.0,Very Low (0-20%)
NASA_GLC_1961,NASA_GLC,"Ishok Chingphu(?), Bishnupur, Assam",06-09-2010 14:15,Meghālaya,"Ishok Chingphu(?), Bishnupur, Assam",25.8833,91.2,landslide,downpour,0,0,True,0.0954,1.0,Very Low (0-20%)
NASA_GLC_595,NASA_GLC,Kurseong sub division,06/20/2008 12:00:00 AM,Bengal,Kurseong sub division,26.885,88.2778,landslide,rain,0,0,False,,,Unclassified
NASA_GLC_2578,NASA_GLC,"NH-39 in Karong area, Manipur",10-09-2010 00:00,Nāgāland,"NH-39 in Karong area, Manipur",25.3179,94.0462,landslide,downpour,0,0,True,0.8057,5.0,Very High (80-100%)
NASA_GLC_322,NASA_GLC,National Highway 53 at Nungba in Tamenglong district of Manipur,10/21/2007 12:00:00 AM,Assam,National Highway 53 at Nungba in Tamenglong district of Manipur,24.75,93.4333,landslide,rain,0,0,True,0.9558,5.0,Very High (80-100%)
NASA_GLC_6020,NASA_GLC, Purba Satchhari village in Sadar upazila,05-10-2014 09:00,Sylhet, Purba Satchhari village in Sadar upazila,24.5784,91.7227,landslide,rain,0,0,False,,,Unclassified
NASA_GLC_2117,NASA_GLC,Punakha-Gasa rd,07/22/2010 12:00:00 AM,Gasa,Punakha-Gasa rd,27.8122,89.9019,landslide,downpour,0,0,False,,,Unclassified
NASA_GLC_5552,NASA_GLC,"Ukhrul, Manipur",09/24/2013 12:00:00 AM,Manipur,"Ukhrul, Manipur",25.0985,94.3619,landslide,unknown,0,0,True,0.9602,5.0,Very High (80-100%)
NASA_GLC_3621,NASA_GLC,"St Mary's Hill, 3 km from Kurseong, West Bengal",06/17/2011 12:00:00 AM,Bengal,"St Mary's Hill, 3 km from Kurseong, West Bengal",26.88,88.28,mudslide,downpour,4,0,False,,,Unclassified
NASA_GLC_1993,NASA_GLC,"Kurseong sub-division, Road between Kurseong and New Jalpaiguri",06/16/2010 12:00:00 AM,Bengal,"Kurseong sub-division, Road between Kurseong and New Jalpaiguri",26.8073,88.3162,landslide,downpour,0,0,False,,,Unclassified
NASA_GLC_7031,NASA_GLC,"Bop, Sikkim",05/24/2015 12:00:00 AM,Sikkim,"Bop, Sikkim",27.6163,88.6586,landslide,unknown,0,0,True,0.9724,5.0,Very High (80-100%)
NASA_GLC_5834,NASA_GLC, Chittagong,02-03-2014 00:00,Chittagong, Chittagong,22.3475,91.8123,landslide,unknown,1,1,False,,,Unclassified
NASA_GLC_9073,NASA_GLC,Burma,12/17/2015 12:00:00 AM,Sagain,Burma,22.1306,95.5488,landslide,mining,1,0,False,,,Unclassified
NASA_GLC_2025,NASA_GLC,"Police CID complex(?), Shillong, Meghalaya",06/28/2010 12:00:00 AM,Meghālaya,"Police CID complex(?), Shillong, Meghalaya",25.5728,91.885,landslide,downpour,1,0,True,0.9228,5.0,Very High (80-100%)
NASA_GLC_9405,NASA_GLC,"Techahan Ward, Mon, Nagaland, India",04/19/2016 12:00:00 AM,Nagaland,"Techahan Ward, Mon, Nagaland, India",26.7223,95.0243,landslide,continuous_rain,0,0,True,0.3677,2.0,Low (20-40%)
NASA_GLC_5343,NASA_GLC,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,08/17/2013 11:00:00 PM,Assam,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,24.7625,93.4341,landslide,continuous_rain,0,0,True,0.9792,5.0,Very High (80-100%)
NASA_GLC_6971,NASA_GLC,"Itanagar, Arunachal Pradesh",06-09-2015 00:00,Arunachal Pradesh,"Itanagar, Arunachal Pradesh",27.0987,93.816,landslide,continuous_rain,2,2,True,0.1456,1.0,Very Low (0-20%)
NASA_GLC_57,NASA_GLC,"Sikkim, 13 km north of Gangtok",04-11-2007 00:00,nan,"Sikkim, 13 km north of Gangtok",27.4459,88.6193,landslide,downpour,0,0,True,0.7748,4.0,High (60-80%)
NASA_GLC_1611,NASA_GLC,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",04-01-2010 00:00,Assam,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",25.1553,93.028,landslide,downpour,3,0,True,0.7125,4.0,High (60-80%)
NASA_GLC_147,NASA_GLC,Lawngtlai,07/30/2007 12:00:00 AM,Mizoram,Lawngtlai,22.533,92.899,landslide,downpour,0,0,True,0.9591,5.0,Very High (80-100%)
NASA_GLC_4382,NASA_GLC," between Harangajao and Mailongdisa, Assa,",06-03-2012 00:00,Assam," between Harangajao and Mailongdisa, Assa,",25.1175,92.8573,landslide,downpour,0,0,True,0.6149,4.0,High (60-80%)
NASA_GLC_1112,NASA_GLC,"NH31A, Mile 27 near Rambi",08/20/2009 12:00:00 AM,Sikkim,"NH31A, Mile 27 near Rambi",27.1761,88.5287,mudslide,downpour,0,0,False,,,Unclassified
NASA_GLC_2424,NASA_GLC,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",09/13/2010 12:00:00 AM,Mizoram,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",23.591,92.9296,landslide,downpour,0,0,True,0.5174,3.0,Moderate (40-60%)
NASA_GLC_78,NASA_GLC,"Pangthang, on road b/t Gangtok and North Sikkim",05/23/2007 12:00:00 AM,Sikkim,"Pangthang, on road b/t Gangtok and North Sikkim",27.3383,88.6069,landslide,rain,0,0,True,0.9906,5.0,Very High (80-100%)
NASA_GLC_5431,NASA_GLC,"Tamenglong, Manipur",09-01-2013 00:00,Assam,"Tamenglong, Manipur",24.9829,93.5063,mudslide,continuous_rain,0,0,True,0.9929,5.0,Very High (80-100%)
NASA_GLC_3672,NASA_GLC,"Portions of NH 39, Connectin Manipur with Assam via Nagaland",06/29/2011 12:00:00 AM,Assam,"Portions of NH 39, Connectin Manipur with Assam via Nagaland",25.5125,93.3613,landslide,downpour,0,0,True,0.0658,1.0,Very Low (0-20%)
NASA_GLC_3997,NASA_GLC,Mangan : The slide which occurred at Thingchim around 18 kilometers from Mangan towards Gangtok has disrupted the Mangan-Gangtok traffic again. The s*,09/30/2011 12:00:00 AM,nan,nan,27.5161,88.5575,landslide,unknown,0,0,True,0.8927,5.0,Very High (80-100%)
NASA_GLC_2253,NASA_GLC,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",08/15/2010 11:00:00 PM,Manipur,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25.31006064,94.48265093,landslide,downpour,0,0,True,0.9716,5.0,Very High (80-100%)
NASA_GLC_9119,NASA_GLC,"Kachin, Myanmar (Burma)",12/25/2015 06:00:00 PM,Kachin,"Kachin, Myanmar (Burma)",26.0746,97.3668,landslide,mining,5,0,False,,,Unclassified
NASA_GLC_1108,NASA_GLC,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",08/20/2009 12:00:00 AM,Assam,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",24.9925,93.5,landslide,downpour,0,0,True,0.9679,5.0,Very High (80-100%)
NASA_GLC_6105,NASA_GLC,Arunachal Pradesh,06/26/2014 11:00:00 PM,Arunachal Pradesh,Arunachal Pradesh,28.9205,95.3429,landslide,continuous_rain,0,0,True,0.6152,4.0,High (60-80%)
NASA_GLC_9168,NASA_GLC,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",06-12-2016 23:00,Arunachal Pradesh,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",27.6438,93.871,landslide,downpour,0,0,True,0.9699,5.0,Very High (80-100%)
NASA_GLC_7021,NASA_GLC,"Old Monastery Road, Ghum",06/27/2015 11:00:00 PM,West Bengal,"Old Monastery Road, Ghum",27.0076,88.251,landslide,downpour,1,0,False,,,Unclassified
NASA_GLC_3560,NASA_GLC,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",05/31/2011 02:30:00 PM,Manipur,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",24.8286,93.5935,landslide,downpour,2,0,True,0.905,5.0,Very High (80-100%)
NASA_GLC_587,NASA_GLC,"Lakhimpur district, Bihpuria, Assam",06/15/2008 12:00:00 AM,Assam,"Lakhimpur district, Bihpuria, Assam",27.2298,94.0989,landslide,downpour,17,0,True,0.0978,1.0,Very Low (0-20%)
NASA_GLC_6019,NASA_GLC,Borolekha upazila of Moulvibazar,05-10-2014 09:00,Sylhet,Borolekha upazila of Moulvibazar,24.4136,91.7561,landslide,rain,3,0,False,,,Unclassified
NASA_GLC_8012,NASA_GLC,"Umling, Meghalaya 793102, India",09-06-2015 15:00,Meghalaya,"Umling, Meghalaya 793102, India",25.9703,91.8584,landslide,unknown,0,0,True,0.8256,5.0,Very High (80-100%)
NASA_GLC_2555,NASA_GLC,"near Hsedaw(Hsipaw) station, Mandalay-Lashio railroad, Shan State ",10-06-2010 00:00,Shan,"near Hsedaw(Hsipaw) station, Mandalay-Lashio railroad, Shan State ",22.6461,97.3193,landslide,downpour,0,0,False,,,Unclassified
NASA_GLC_7335,NASA_GLC,Tura Civil Hospital,08/18/2015 09:00:00 AM,Meghalaya,Tura Civil Hospital,25.5145,90.2023,landslide,continuous_rain,0,0,True,0.4729,3.0,Moderate (40-60%)
NASA_GLC_3804,NASA_GLC,"southeastern, DHAKA, Bangladesh",07/19/2011 12:00:00 AM,Dhaka,"southeastern, DHAKA, Bangladesh",23.7118,90.4077,landslide,downpour,4,0,False,,,Unclassified
NASA_GLC_141,NASA_GLC,Singtam,07/26/2007 12:00:00 AM,Meghālaya,Singtam,25.38,91.88,landslide,rain,0,0,True,0.9589,5.0,Very High (80-100%)
NASA_GLC_3983,NASA_GLC,"Maighuli, Guwahati, Meghalaya",09/23/2011 12:00:00 AM,Assam,"Maighuli, Guwahati, Meghalaya",26.1548,91.7351,landslide,downpour,4,0,True,0.0864,1.0,Very Low (0-20%)
NASA_GLC_148,NASA_GLC,Saiha,07/30/2007 12:00:00 AM,Mizoram,Saiha,22.479,92.967,landslide,downpour,0,0,True,0.7426,4.0,High (60-80%)
NASA_GLC_1094,NASA_GLC,"Katare village, 80 km from Kalimpong",08/16/2009 09:30:00 PM,Bengal,"Katare village, 80 km from Kalimpong",27.15977181,88.63411246,landslide,downpour,1,0,False,,,Unclassified
NASA_GLC_1775,NASA_GLC,Arunachal Pradesh ,04/21/2010 12:00:00 AM,Arunāchal Pradesh,Arunachal Pradesh ,27.8965,96.1779,landslide,downpour,12,0,True,0.0042,1.0,Very Low (0-20%)
NASA_GLC_3663,NASA_GLC,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland",06/28/2011 12:00:00 AM,Nāgāland,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland",25.6682,94.1099,landslide,downpour,0,0,True,0.9153,5.0,Very High (80-100%)
NASA_GLC_7385,NASA_GLC,"Holenjang, Chandel district",08-01-2015 00:00,Manipur,"Holenjang, Chandel district",24.004,93.9815,landslide,continuous_rain,0,0,True,0.9649,5.0,Very High (80-100%)
